name,amenity,main_cuisine,lat,lon,has_outdoor_seating,has_wifi,is_wheelchair_accessible
El Rincón de Pangpang,restaurant,chinese,40.4151754,-3.6988622,False,False,False
La Cazuelita,restaurant,spanish,40.411405,-3.6967132,False,False,False
Hamburguesería Don Oso,restaurant,burger,40.4150133,-3.7026001,False,False,False
Cruz Blanca,restaurant,unknown,40.3877193,-3.6650069,False,False,False
Yoshi,restaurant,japanese,40.4214134,-3.6796539,False,False,False
La Tagliatella,restaurant,italian,40.4215016,-3.6783162,False,False,False
O'Donell,restaurant,unknown,40.4218719,-3.6795057,False,False,False
Ginos,restaurant,italian,40.4218423,-3.6784724,False,False,True
La Cochera,restaurant,unknown,40.421847,-3.6786869,False,False,False
Taberna del Chato,restaurant,unknown,40.4148093,-3.7026848,False,False,False
Goiko Grill,restaurant,burger,40.4149977,-3.6984798,False,False,False
La Finca de Susana,restaurant,spanish,40.4160416,-3.7004379,False,False,False
Goiko Grill,restaurant,burger,40.422998,-3.6828447,False,False,True
Restaurante Buen Gusto,restaurant,chinese,40.4017986,-3.6987517,False,False,False
Babel,bar,unknown,40.4834518,-3.7021017,False,False,False
Nuevo,cafe,unknown,40.4062428,-3.6759212,False,False,False
Trattoria Pulcinella,restaurant,pizza,40.4246294,-3.6965193,False,False,False
Gracias Padre,restaurant,mexican,40.4222185,-3.6972722,False,False,False
La Perdizione,restaurant,pizza,40.3907159,-3.69391,False,False,False
La Rosa,bar,unknown,40.4062676,-3.6986849,False,False,False
Tapas y Arepas,restaurant,unknown,40.3986501,-3.7011778,False,False,False
68 Yong Tai,restaurant,chinese,40.3962464,-3.6813069,False,False,False
A'Gaviotiña,restaurant,unknown,40.3581566,-3.6974455,False,False,False
A'Gaviotiña II,bar,unknown,40.3582212,-3.6974466,False,False,False
La Torre,bar,unknown,40.3583559,-3.6974598,False,False,False
Las Vegas,bar,unknown,40.3569464,-3.696992,False,False,False
En Ca Juancar,bar,unknown,40.3541767,-3.6989421,False,False,False
Delicias del Museo,restaurant,unknown,40.3866993,-3.6985521,False,False,False
D'Guille,bar,unknown,40.3910166,-3.6942754,False,False,False
Layka,bar,unknown,40.3975205,-3.6941368,False,False,False
El Tenedor,restaurant,unknown,40.3973103,-3.6945431,False,False,False
El Deleite,bar,unknown,40.3976535,-3.6944988,False,False,False
Cervecería La Cucaña,bar,unknown,40.4009086,-3.6934744,False,False,False
Ochenta y Ocho,bar,unknown,40.397935,-3.6944647,False,False,False
El Rincón Guay,cafe,unknown,40.3983873,-3.6944125,False,False,False
Hita,cafe,unknown,40.3987532,-3.6943771,False,False,False
Takos al Pastor,restaurant,mexican,40.4147996,-3.7067187,False,False,False
Thai Orchid,restaurant,thai,40.420541,-3.696901,False,False,False
Al Jaima La Cocina del Desierto 2,restaurant,unknown,40.4208526,-3.6974679,False,False,False
Olivia te cuida,restaurant,unknown,40.4257264,-3.6958168,False,False,False
Francesca’s,restaurant,unknown,40.4172099,-3.6781689,False,False,False
Nugu Burger,restaurant,burger,40.4102599,-3.6944918,False,False,False
Renato,cafe,unknown,40.3499027,-3.7050934,False,False,False
Alcocer,cafe,unknown,40.3499113,-3.7052168,False,False,False
,restaurant,pizza,40.3674818,-3.6917035,False,False,False
Mesón O'Grove,restaurant,unknown,40.4135861,-3.7250688,False,False,False
Gaudium,restaurant,unknown,40.4331698,-3.6991118,False,False,False
Airiños,restaurant,regional,40.4334585,-3.6986432,False,False,False
La Entretenida,restaurant,unknown,40.4141541,-3.6977511,False,False,False
La Guinguette,bar,unknown,40.4134894,-3.7106306,False,False,False
Kubo King,bar,unknown,40.4066616,-3.6830571,False,False,False
Vi Cool,restaurant,spanish,40.4139211,-3.7006181,False,False,False
Bazaar,restaurant,unknown,40.4213233,-3.6974316,False,False,False
The Sherry Corner,bar,unknown,40.4152668,-3.7090554,False,False,False
Café Belén,cafe,unknown,40.424265,-3.6966312,False,False,False
Juancho's BBQ,restaurant,burger,40.3926065,-3.6935106,False,False,False
Cerveriz Bar,bar,unknown,40.4157074,-3.7091351,False,False,False
El Cabañón,bar,unknown,40.4311808,-3.7183985,False,False,False
Vides,bar,tapas,40.4209558,-3.6973069,False,False,False
Bósforos,restaurant,chicken,40.4221131,-3.6996301,False,False,False
Tierra Burrito Bar,restaurant,unknown,40.4480055,-3.7050109,False,False,False
Khachapuri,restaurant,georgian,40.4200336,-3.6981918,False,False,False
Valverde,bar,unknown,40.4207199,-3.702137,False,False,False
Cafetería Lily,restaurant,peruvian,40.4232275,-3.7091456,False,False,False
Timesburg,restaurant,burger,40.4380783,-3.6784939,False,False,False
Koldovinia Taberna,restaurant,spanish,40.4378974,-3.6366443,False,False,False
Koldovinia Taberna,restaurant,spanish,40.4377393,-3.6372142,False,False,False
Kubo King,bar,tapas,40.4066797,-3.6972145,False,False,False
La Chulapa en Mayrit,bar,tapas,40.4069506,-3.6993839,False,False,False
Pura Vida Vegan Bar,restaurant,unknown,40.4101456,-3.7090497,False,False,False
Puerta al sol by Chicote,restaurant,unknown,40.4170232,-3.7043301,False,False,False
Cookaluzka,restaurant,burger,40.4083178,-3.6691122,False,False,False
Pulcinella,restaurant,italian,40.4246347,-3.6964968,False,False,False
El Tejar de Somontes,restaurant,unknown,40.4805855,-3.75307,False,False,False
Bayres Beef,restaurant,spanish,40.4482423,-3.6756419,False,False,False
Kebab Madrid Barajas,restaurant,unknown,40.4718031,-3.5814269,False,False,False
Churrería La Cuña,cafe,churro,40.4103413,-3.6300279,False,False,False
Taberna la Cañería,bar,unknown,40.447307,-3.784342,False,False,False
Cafetería Blanco,restaurant,unknown,40.4378654,-3.6503907,False,False,False
Menta y Cilantro,restaurant,unknown,40.4459968,-3.5760332,False,False,False
El Brasero de Don Pedro,restaurant,unknown,40.4493624,-3.5712739,False,False,False
Matador,bar,deli,40.4147201,-3.7027758,False,False,False
El Tenedor de Oro,restaurant,local,40.4490478,-3.6080699,False,False,False
Matador,bar,unknown,40.4145746,-3.7029709,False,False,False
Bar Hidalgo,bar,unknown,40.4542486,-3.7105052,False,False,False
Rosi La Loca,cafe,unknown,40.4157689,-3.7029069,False,False,False
La Pocha,bar,unknown,40.4457997,-3.6988741,False,False,False
Honest Greens,restaurant,unknown,40.4286741,-3.6874341,False,False,False
El perro y la galleta,restaurant,unknown,40.4205146,-3.6873935,False,False,False
Taberna La Sartén del Conde,restaurant,unknown,40.4139785,-3.7105342,False,False,False
Lavazza,cafe,coffee_shop,40.4681284,-3.5692499,False,False,False
Campanilla,restaurant,spanish,40.4726767,-3.5816118,True,False,False
Bar Galego,cafe,unknown,40.4327338,-3.6559432,False,False,False
El capote,restaurant,unknown,40.4324957,-3.6564991,False,False,False
Restaurante Sabores,restaurant,unknown,40.4504819,-3.5786893,False,False,False
Lied Restauración,restaurant,unknown,40.4506532,-3.5786894,False,False,False
Oportuno,restaurant,spanish,40.4156225,-3.6775696,False,False,False
Restaurante DeAtún,restaurant,unknown,40.4436656,-3.6988183,False,False,False
Restaurante la Buena Vida,restaurant,unknown,40.4229408,-3.6940512,False,False,False
Wok Shanghái,restaurant,asian,40.4324478,-3.6271173,False,False,False
Starbucks,cafe,coffee_shop,40.4152264,-3.6950642,False,False,False
Menéndez,cafe,unknown,40.4280915,-3.6696578,False,False,False
Panod,cafe,unknown,40.4219685,-3.6954978,False,False,False
Liber Arte Cantina Cultural,bar,unknown,40.4103687,-3.7010895,False,False,False
Taberna Eulogio,restaurant,unknown,40.4101632,-3.6971775,False,False,False
Cafeteria Churreria La Picota,cafe,churro,40.353465,-3.6915437,False,False,False
Livin' Japan,restaurant,japanese,40.4106293,-3.6994828,False,False,False
La Colonial de Huertas,restaurant,unknown,40.4130232,-3.6959252,False,False,False
Portobello,restaurant,unknown,40.4640653,-3.6920519,False,False,False
Kuoco 360 Food,restaurant,unknown,40.4219657,-3.6983793,False,False,False
Periplo,cafe,mediterranean,40.435829,-3.6962938,False,False,False
Ôven,restaurant,italian,40.4094709,-3.6934229,True,False,False
Toga,restaurant,spanish,40.4110723,-3.7066866,False,False,False
Dstage,restaurant,international,40.4245942,-3.6963316,False,False,False
Origen Taberna Madrid,restaurant,unknown,40.4265674,-3.7163351,False,False,False
Ramón Freixa,restaurant,fine_dining,40.4285126,-3.6862596,False,False,True
Vinoteca Moratin,restaurant,unknown,40.4125279,-3.6954315,False,False,False
Leña,restaurant,fine_dining,40.4389388,-3.6916275,False,False,False
La Candela Restó,restaurant,unknown,40.4172431,-3.7110219,False,False,False
Motteau bakery,cafe,unknown,40.4116896,-3.6946906,False,False,False
Mistura Ice Cream & Coffee,cafe,ice_cream,40.4247754,-3.6784969,False,False,False
Mistura Ice Cream & Coffee,cafe,ice_cream,40.4158113,-3.7084866,False,False,False
la (verdadera) cueva de 1900,restaurant,unknown,40.4171398,-3.7057825,False,False,False
Museo del Jamón,cafe,unknown,40.4101748,-3.692782,False,False,False
El Urogallo,restaurant,unknown,40.4569778,-3.6188452,False,False,False
Hamburguesa Nostra,restaurant,unknown,40.4559741,-3.6184548,False,False,False
Quatro,restaurant,unknown,40.4562602,-3.6194346,False,False,False
Lan Lan Oriental,restaurant,asian,40.4561775,-3.6195545,False,False,False
La Tagliatella,restaurant,italian,40.4564079,-3.619269,False,False,False
Foster's Hollywood,restaurant,american,40.4554493,-3.6195351,False,False,False
Tao 369,restaurant,unknown,40.4552695,-3.6197891,False,False,False
Rincón del Capricho,restaurant,unknown,40.453747,-3.6034684,False,False,False
Terraza de la Reina,bar,unknown,40.4207926,-3.6994787,False,False,False
La Gran Pulpería,restaurant,unknown,40.4571237,-3.6241589,False,False,False
Cazorla,restaurant,unknown,40.4577549,-3.6246201,False,False,False
Euronews Café,cafe,unknown,40.4162707,-3.6778512,False,False,False
El Fogón Asturiano,restaurant,unknown,40.4336033,-3.6483926,False,False,False
El Secreto,restaurant,unknown,40.433988,-3.6471563,False,False,False
Baisakhi,restaurant,unknown,40.4098411,-3.7024462,False,False,False
100 Montaditos,restaurant,sandwich,40.4158696,-3.6957034,True,False,False
Lizarrán,restaurant,spanish,40.4741288,-3.5777489,True,False,False
100 Montaditos,restaurant,sandwich,40.4740254,-3.5778891,True,False,False
La Capri,restaurant,unknown,40.4741381,-3.5774187,False,False,False
La Torino Restaurante Parilla,restaurant,unknown,40.4737209,-3.5782584,False,False,False
La Consentida,restaurant,unknown,40.4723101,-3.5820353,True,False,False
Martes13,restaurant,mediterranean,40.4730128,-3.5817898,False,False,False
Restaurante Ottica,restaurant,international,40.444117,-3.6653806,True,False,False
Santos,cafe,unknown,40.4730518,-3.7191488,False,False,False
Coto,restaurant,unknown,40.5131028,-3.6727242,False,False,False
O'Nabo de Lugo,restaurant,unknown,40.4243394,-3.679035,False,False,False
El Mono de la Pila,restaurant,peruvian,40.4118168,-3.698648,False,False,False
Egeo,restaurant,unknown,40.4105254,-3.7010948,False,False,False
El Buha,restaurant,unknown,40.4231393,-3.6981789,False,False,False
La viña,bar,unknown,40.4751476,-3.6531829,False,False,False
Kundan,restaurant,indian,40.5114897,-3.6697588,True,False,False
Dr Limón,bar,unknown,40.4116089,-3.7117792,False,False,False
Chess,restaurant,oriental,40.3773682,-3.6297159,False,False,False
La Buena Mesa,restaurant,unknown,40.4338422,-3.6718594,False,False,False
Nueva Galicia,bar,spanish,40.4161231,-3.7010454,False,False,False
Comedor,restaurant,unknown,40.4425373,-3.7282589,False,False,False
Cafetería,cafe,unknown,40.4424878,-3.7301349,False,False,False
Casa Ruth,bar,unknown,40.4072234,-3.6796753,False,False,False
Tribuetxe,bar,tapas,40.4074282,-3.7031961,False,False,False
Los Jerónimos,bar,spanish,40.418611,-3.6903516,False,False,False
Javier Martín Croquetas & Café,bar,unknown,40.4094175,-3.710016,True,False,False
Pizzería 2 amigos,restaurant,unknown,40.4371779,-3.6711949,False,False,False
Casa Toni,restaurant,tapas,40.4155528,-3.7018651,False,False,False
Dragon City Restaurante Chino,restaurant,unknown,40.4338976,-3.6699052,False,False,False
El Rincón Murciano,restaurant,regional,40.4353885,-3.6731122,False,False,False
La Traviesa,restaurant,unknown,40.4369659,-3.6876663,False,False,False
Bestia Kitchen & Bar,restaurant,unknown,40.4370594,-3.6873354,False,False,False
Pizzie & Dixie,restaurant,italian_pizza,40.4257159,-3.702929,False,False,False
La Mordida,restaurant,mexican,40.4137979,-3.7108686,False,False,False
Running Sushi Akihabara,restaurant,japanese,40.4250243,-3.7132488,False,False,True
Don Giovanni,restaurant,unknown,40.4077012,-3.6801778,False,False,False
LuankoBar,bar,spanish,40.4342287,-3.6251217,False,False,False
87 Millas,restaurant,unknown,40.4376192,-3.7101673,True,False,False
Aromas de la Dehesa,bar,unknown,40.4240111,-3.6778613,False,False,False
Casa Ángel,restaurant,unknown,40.4244184,-3.6083025,False,False,False
El Fogón de Pedro,restaurant,unknown,40.4045929,-3.5913294,False,False,False
Saddle,restaurant,unknown,40.427537,-3.6911125,False,False,False
100 Montaditos,restaurant,sandwich,40.4474241,-3.5871421,False,False,False
Tim Hortons,cafe,coffee_shop,40.4470074,-3.5871392,False,False,False
Il Veneziano Ristobar,restaurant,italian,40.4465604,-3.5873694,False,False,False
Ribs,restaurant,barbecue,40.446502,-3.5874712,False,False,False
Orient,restaurant,chinese,40.4464099,-3.5871628,False,False,False
La Sureña,restaurant,unknown,40.4467872,-3.5869503,False,False,False
Vips,restaurant,international,40.4478014,-3.587458,False,False,False
Ginos,restaurant,italian,40.4479137,-3.5871421,False,False,False
Brasa y Leña,restaurant,unknown,40.4464952,-3.5878159,False,False,False
Taberna de la Ilustración,restaurant,regional,40.4821201,-3.7024506,False,False,False
Lamucca,restaurant,spanish,40.4371159,-3.686653,True,False,False
Sumer,restaurant,unknown,40.435389,-3.7044885,False,False,False
Costa Blanca,restaurant,regional,40.4342693,-3.7045236,False,False,False
Cimmeria,bar,unknown,40.4261381,-3.7025343,False,False,False
Restaurante DeAtun,restaurant,fish,40.4413573,-3.6992406,False,False,False
El Capricho de Abascal,restaurant,spanish,40.4384166,-3.6958274,False,False,False
A'Barra,restaurant,unknown,40.4386539,-3.6878292,False,False,False
Tandoori Masala,restaurant,unknown,40.4387416,-3.7105691,True,False,False
Ginos,restaurant,italian,40.4763551,-3.6712698,False,False,False
Churrería Los Mares,cafe,churro,40.4740758,-3.6419038,False,False,False
Holy Hookah,cafe,unknown,40.4281718,-3.7094914,False,False,False
Finca Astilbe,restaurant,unknown,40.5230056,-3.6671055,False,False,False
Clavel,bar,unknown,40.4230388,-3.7029547,False,False,False
The Place To Be,restaurant,unknown,40.4264346,-3.6963628,False,False,False
Sultan Palast,restaurant,turkish,40.4203351,-3.6985887,False,False,False
Happy Green,restaurant,unknown,40.4212587,-3.6981744,False,False,False
Hamburguesa Nostra,restaurant,burger,40.4206499,-3.6864907,False,False,False
La Tasca del Retiro,restaurant,unknown,40.4206337,-3.6794004,False,False,False
Tenderete,restaurant,unknown,40.42041,-3.6783721,False,False,False
Casa Santoña,restaurant,regional,40.4205039,-3.7006211,False,False,False
Cereal Hunters,cafe,unknown,40.420525,-3.7006864,False,False,False
La Piola,bar,unknown,40.4141925,-3.6987173,False,False,False
Casa Pueblo,bar,unknown,40.4146189,-3.6985488,False,False,False
Stop Madrid,bar,unknown,40.4133019,-3.6957,False,False,False
Sin Reservas,restaurant,unknown,40.4184995,-3.6776845,False,False,True
Patatin Company,restaurant,unknown,40.4182341,-3.6785373,False,False,True
Robin Hood,restaurant,unknown,40.4292656,-3.7006626,False,False,False
Doli Restaurante Hindu,restaurant,unknown,40.4351629,-3.6839539,False,False,True
Polineko,cafe,unknown,40.4107488,-3.7130365,False,False,False
Alcaravea,restaurant,spanish,40.4390302,-3.7106286,False,False,False
Cebo,restaurant,unknown,40.4164051,-3.6985954,False,False,False
Toga,restaurant,unknown,40.41106,-3.7069428,False,False,False
100 Montaditos,restaurant,sandwich,40.416326,-3.7071037,True,False,False
Asia Té,restaurant,asian,40.4710711,-3.6851419,False,False,False
Hot Pot,restaurant,asian,40.3853707,-3.7027207,False,False,False
Puturru De Foie,restaurant,tapas,40.4220486,-3.6977041,False,False,False
La Imperial,restaurant,tapas,40.4220355,-3.6976286,False,False,False
Mision Cafe,cafe,unknown,40.4242404,-3.708689,False,False,False
X Bowl,restaurant,chinese,40.4193794,-3.7075636,False,False,False
La Canica,restaurant,unknown,40.4561173,-3.6196246,False,False,False
La Chulapa de Alcalá,restaurant,unknown,40.4185236,-3.6980631,False,False,False
Manhattan,bar,spanish,40.4347045,-3.6294398,False,False,False
Trikki Nueva Orleans Traditional Cuisine,restaurant,american,40.4374536,-3.700036,False,False,False
La Pizzería,restaurant,unknown,40.421766,-3.6955967,False,False,False
Ana la Santa,restaurant,unknown,40.4144948,-3.7014729,False,False,False
Restaurante Atlantic,restaurant,unknown,40.4157146,-3.698826,False,False,False
La Leyenda del Agave,restaurant,mexican,40.4258207,-3.6828517,False,False,False
,restaurant,unknown,40.3823259,-3.7988118,False,False,False
,cafe,unknown,40.382717,-3.7988577,False,False,False
Con Amor,restaurant,regional,40.4404151,-3.6948946,False,False,False
Juan Raro,bar,unknown,40.4069766,-3.7009786,True,False,False
Lolina Café,cafe,unknown,40.4251371,-3.7028887,False,False,False
Mami Burguer,restaurant,burger,40.4105927,-3.6384589,True,False,False
Bar La Montaña,bar,unknown,40.4458589,-3.6101866,False,False,False
Beverly-Beer,cafe,unknown,40.3795415,-3.7925713,False,False,False
Eneas,cafe,unknown,40.3792028,-3.7929831,False,False,False
La Bodega,bar,unknown,40.3790896,-3.7928911,False,False,False
La Fermentería,bar,unknown,40.4065537,-3.6775869,False,False,False
Plaza Perú,restaurant,peruvian,40.4602054,-3.6772484,False,False,False
RUDA Café de Altura,cafe,unknown,40.410427,-3.7080071,False,False,False
Taberna Camino Viejo,restaurant,unknown,40.4323873,-3.6505382,False,False,False
Los Montes,bar,unknown,40.4325911,-3.6501674,False,False,False
La Taba,bar,unknown,40.4324628,-3.6501378,False,False,False
Mesón el Puchero,restaurant,unknown,40.431804,-3.6499669,False,False,False
Bar Arán,cafe,unknown,40.4265802,-3.6438146,False,False,False
Tito Tita,bar,unknown,40.4692237,-3.6978177,False,False,False
Hola Café,cafe,unknown,40.4069699,-3.698571,False,False,False
D' Mila,bar,unknown,40.3795909,-3.7487532,False,False,False
Izariya,restaurant,unknown,40.4361818,-3.6931907,False,False,False
Mesón A Ría de Noia,restaurant,unknown,40.3983242,-3.7052051,False,False,False
Cangas,restaurant,unknown,40.3979384,-3.7048536,False,False,False
Bibo,restaurant,unknown,40.4356993,-3.6882216,False,False,False
Davanti,restaurant,italian,40.4220975,-3.6968794,False,False,False
Mis Tradiciones,restaurant,unknown,40.399716,-3.7109277,False,False,True
Federal,cafe,unknown,40.4143386,-3.7088705,False,False,True
Casa Benteveo,restaurant,unknown,40.4118986,-3.7018069,False,False,False
Sabor City,cafe,unknown,40.4160004,-3.7069932,False,False,False
Starbucks,cafe,coffee_shop,40.459252,-3.6856992,False,False,False
La Chamartina,restaurant,unknown,40.4611639,-3.6866108,False,False,False
Sumo,restaurant,sushi,40.4680659,-3.8152598,False,False,False
Lounger,bar,unknown,40.4287613,-3.705127,False,False,False
Guayoyo,bar,unknown,40.4287943,-3.7054428,False,False,False
El Luarqués,restaurant,unknown,40.4153702,-3.6990329,False,False,False
Rincón de Quevedo,bar,unknown,40.4329478,-3.7042681,False,False,False
Granier,cafe,unknown,40.4327744,-3.7042039,False,False,False
Aceytuna,restaurant,unknown,40.4324377,-3.7040355,False,False,False
El Patio Vertical,cafe,unknown,40.4108156,-3.6934091,False,False,False
Restaurante Èter,restaurant,unknown,40.3932129,-3.6916876,False,False,False
Verdoy,restaurant,unknown,40.4224262,-3.6976816,False,False,False
La Mallorquina,cafe,unknown,40.4332991,-3.7047332,False,False,False
Starbucks,cafe,coffee_shop,40.4333123,-3.703982,False,False,False
Tasty Poke Bar,restaurant,unknown,40.4328674,-3.7048072,False,False,False
,restaurant,unknown,40.4544008,-3.6776191,False,False,False
El Café del Viajero,bar,unknown,40.4753978,-3.5820851,False,False,False
La Alternativa,bar,unknown,40.4754573,-3.581975,False,False,False
Apartaco,restaurant,venezuelan,40.4296277,-3.701468,False,False,False
Rolenka,restaurant,unknown,40.4162827,-3.7074421,False,False,False
La Rollerie,cafe,unknown,40.4163195,-3.7071657,False,False,False
Ir Más al Bar,bar,unknown,40.3703165,-3.6180234,False,False,False
La Mordida,restaurant,mexican,40.4540897,-3.692914,False,False,False
El abuelo,restaurant,local,40.4629114,-3.6717694,False,False,False
Rey de Tallarines,restaurant,chinese,40.431468,-3.7021318,False,False,False
Yantén Veggie Bar,bar,unknown,40.4321377,-3.7021397,False,False,False
Clandestino Burger,restaurant,burger,40.4338738,-3.7025313,False,False,False
Sr.Ito,restaurant,unknown,40.4312007,-3.7005577,True,False,False
Lauricca,restaurant,italian,40.4309709,-3.7004591,True,False,False
La Casa de las Brasas,restaurant,barbecue,40.3932711,-3.6915204,False,False,False
Taberna del Colono,restaurant,unknown,40.4289116,-3.7036564,False,False,False
Cardinale,restaurant,unknown,40.4288167,-3.7036693,False,False,False
La Dominguita,restaurant,unknown,40.4274478,-3.7040629,False,False,False
Coqtél,bar,unknown,40.426775,-3.7029801,False,False,False
,restaurant,kebab,40.4267802,-3.7022832,False,False,False
Roscaffe,cafe,unknown,40.4645506,-3.6982028,False,False,False
Braseria peruana,restaurant,peruvian,40.3943769,-3.7381873,False,False,False
Gran siglo,restaurant,chinese,40.3949228,-3.698621,False,False,False
Bahiana Club,bar,unknown,40.4139254,-3.7110803,False,False,True
Casa Otero,bar,spanish,40.413664,-3.7091605,False,False,False
HDDN,bar,unknown,40.4136755,-3.7090549,False,False,False
El Madroño,restaurant,unknown,40.4140365,-3.7079139,False,False,False
El Soportal Bar,bar,unknown,40.4156771,-3.7065292,False,False,False
Il Cono,restaurant,italian,40.4220732,-3.6989146,False,False,False
Meltdown Madrid,bar,unknown,40.4327479,-3.699039,False,False,False
Gran Clavel,restaurant,unknown,40.4195876,-3.6995623,False,False,False
Pacifico,restaurant,unknown,40.4220228,-3.6940747,False,False,False
No mames wey,bar,unknown,40.4222055,-3.6980606,False,False,False
Cafes Arrivederci,cafe,unknown,40.4223101,-3.6984315,False,False,False
Lap Cafe,bar,unknown,40.4092225,-3.705435,False,False,False
Tucán,cafe,unknown,40.4822796,-3.7124081,False,False,False
DaDam,restaurant,korean,40.4502107,-3.70185,False,False,False
Restaurante Krápula,restaurant,unknown,40.4238521,-3.6837322,False,False,False
Troquel,restaurant,unknown,40.4235102,-3.6809117,False,False,False
El Economato,restaurant,unknown,40.4243117,-3.6967452,False,False,False
Dolmen de Axeitos,restaurant,regional,40.3816356,-3.6334364,False,False,False
Habanera,restaurant,unknown,40.425343,-3.6917581,False,False,False
Le Petit,restaurant,unknown,40.4258267,-3.6944066,False,False,False
Bloved,restaurant,unknown,40.4191609,-3.6989071,False,False,False
El Castizo de Alcalá,restaurant,unknown,40.4179016,-3.6999196,False,False,False
El Barril de las Cortes,restaurant,unknown,40.4166656,-3.6988101,False,False,False
El Fontán,restaurant,regional,40.4164328,-3.7006566,False,False,False
Nomad club,bar,unknown,40.4151212,-3.6996758,False,False,False
Aviseu,restaurant,regional,40.4086148,-3.7108135,True,False,False
Foster's Hollywood,restaurant,american,40.479089,-3.7084262,False,False,False
Casa Wang,restaurant,chinese,40.4127809,-3.7176542,False,False,False
Cafetería Juan Duque,cafe,unknown,40.4122993,-3.7195724,False,False,False
El 13 Bar,bar,unknown,40.4126522,-3.719367,False,False,False
El Ducado,restaurant,unknown,40.4132887,-3.7195403,False,False,False
Terraza del Palacio de Correos,restaurant,unknown,40.4190716,-3.691959,False,False,False
La Papita,restaurant,unknown,40.4201827,-3.6981862,False,False,False
Sapore di Sicilia,restaurant,pizza,40.4359298,-3.6579929,False,False,False
La Pinta,bar,unknown,40.4358844,-3.6574958,False,False,False
Market Café,cafe,unknown,40.4283271,-3.6695507,False,False,False
Shower & Gay Sex Bar,bar,unknown,40.4228514,-3.6985089,False,False,False
,bar,unknown,40.4230317,-3.6982466,False,False,False
El Chaparrito,restaurant,mexican,40.4156855,-3.7101204,False,False,False
La Panettería de Tirso,cafe,unknown,40.4125538,-3.7040299,False,False,True
Namaste Madrid,restaurant,indian,40.4591816,-3.6973142,False,False,False
Café & Té,cafe,unknown,40.4178835,-3.7039567,False,False,False
Cafetería Armenia,cafe,unknown,40.417695,-3.7038202,False,False,False
Bulevart,bar,unknown,40.4204908,-3.716644,False,False,False
,restaurant,unknown,40.4204712,-3.7209692,True,False,False
el aliño,restaurant,unknown,40.4339871,-3.6907165,False,False,False
Mussu,restaurant,regional,40.4537791,-3.6576733,False,False,False
La Carab,restaurant,unknown,40.4099492,-3.7121686,False,False,False
V Modern Italian,restaurant,italian,40.4304352,-3.6769042,False,False,False
El parnaso,cafe,unknown,40.4108673,-3.706953,False,False,False
Frutas Prohibidas,cafe,unknown,40.4225571,-3.6970308,False,False,False
Bengol India,restaurant,indian,40.4063011,-3.6946606,False,False,False
Cafe de Ratas,bar,unknown,40.4086315,-3.699529,False,False,False
El Telégrafo,restaurant,unknown,40.4597031,-3.6852714,False,False,False
Alameda,restaurant,unknown,40.4508798,-3.5959596,False,False,False
Órale Carajo,restaurant,mexican,40.4739782,-3.7230621,False,False,False
Tapas44,restaurant,unknown,40.4323683,-3.7173,False,False,False
Restaurante El Segoviano,restaurant,spanish,40.4049753,-3.6834367,False,False,False
Cafetería El 108,cafe,spanish,40.4049089,-3.6832092,False,False,False
Pesara Café,cafe,unknown,40.4048029,-3.6827983,False,False,False
Ranchburger,restaurant,burger,40.4043274,-3.6814509,False,False,False
Royal,restaurant,spanish,40.4042951,-3.6813658,False,False,False
Restaurante Cascanueces,restaurant,unknown,40.4366959,-3.6303004,True,False,False
Juka II,restaurant,unknown,40.4366804,-3.6305835,False,False,False
Pica y Come,restaurant,al_carbón,40.3855396,-3.7312872,False,False,False
Caminito,bar,unknown,40.4090679,-3.6989314,False,False,False
RC 88,bar,unknown,40.428485,-3.6727538,False,False,False
Gerardo,restaurant,unknown,40.428497,-3.6729039,False,False,False
Casa Baltasar,bar,unknown,40.4286497,-3.6728229,False,False,False
Bossa Nova,cafe,unknown,40.4286553,-3.6729483,False,False,False
La Maria,restaurant,unknown,40.428663,-3.6731219,False,False,False
El Barril de Alcántara,restaurant,seafood,40.4287007,-3.673673,False,False,False
20 a la cata,restaurant,unknown,40.4268974,-3.6753581,False,False,False
Starbucks,cafe,coffee_shop,40.4261511,-3.6754168,False,False,False
Livanda,cafe,unknown,40.425883,-3.676443,False,False,False
Tostas & Tapas,restaurant,unknown,40.4261925,-3.6794658,False,False,False
Rawcoco,cafe,juice,40.4261718,-3.6786629,False,False,False
99 Sushi Bar,restaurant,sushi,40.4264714,-3.6886087,False,False,False
Restaurante Her,restaurant,unknown,40.4264886,-3.6888358,False,False,False
Foster's Hollywood,restaurant,american,40.3859529,-3.7399929,False,False,False
Puerta del Sol,cafe,unknown,40.4151423,-3.7031751,False,False,False
Wainari,restaurant,unknown,40.4337317,-3.7055013,False,False,False
Nudista,restaurant,unknown,40.4314833,-3.6992437,False,False,False
El Horno,cafe,unknown,40.4314166,-3.6993077,False,False,True
Luchana 23,bar,unknown,40.431152,-3.6997559,False,False,False
Aroy Thai,restaurant,thai,40.4476111,-3.6987541,False,False,False
Arrocería La Siembra,restaurant,unknown,40.4632767,-3.6165907,False,False,False
El Rincón de Maná,bar,unknown,40.4655144,-3.7177322,False,False,False
Dong Feng,restaurant,asian,40.4183871,-3.6756625,False,False,True
Txirimiri,restaurant,unknown,40.4183805,-3.6754352,False,False,True
Pirulo,restaurant,unknown,40.4184786,-3.6772262,False,False,True
