name,amenity,main_cuisine,lat,lon,has_outdoor_seating,has_wifi,is_wheelchair_accessible
Adrak,restaurant,indian,40.4363121,-3.6720333,False,False,False
Ti Amo Pizza,restaurant,unknown,40.4021236,-3.7005414,False,False,False
Alcaravea,restaurant,unknown,40.4321296,-3.6810288,False,False,False
Bar Cruz,bar,unknown,40.4347025,-3.6820934,False,False,False
Flash Flash,restaurant,unknown,40.4306795,-3.6824249,False,False,False
Pólvora,restaurant,unknown,40.4328293,-3.6806908,False,False,False
Restaurante Cassandra,restaurant,mediterranean,40.4318104,-3.6821303,False,False,False
Sandwich Club Café,restaurant,unknown,40.4302191,-3.6810407,False,False,False
Starbucks,cafe,coffee_shop,40.4304201,-3.6824967,False,False,False
Rubimar,restaurant,chinese,40.4726048,-3.6300482,False,False,False
Bar-Mesón Jardín de Baco,restaurant,unknown,40.3845875,-3.6083935,False,False,False
Restaurante Chino La Muralla,restaurant,chinese,40.3861668,-3.608962,False,False,False
Jardín de Baco II,restaurant,unknown,40.3798563,-3.6059167,False,False,False
La Dichosa,restaurant,regional,40.4265217,-3.7098449,False,False,False
La Catedral de Zamora,restaurant,spanish,40.430935,-3.6968049,False,False,False
La Taquería de Birra,restaurant,mexican,40.4116433,-3.7134563,False,False,False
Piccolo Diavolo,restaurant,italian,40.4114617,-3.6955698,False,False,False
Bar Graffiti,restaurant,unknown,40.4123163,-3.7136746,False,False,False
Bar Sanlúcar,restaurant,unknown,40.4110229,-3.7132115,False,False,False
Bar Esperanza,bar,unknown,40.4128269,-3.7136095,False,False,False
Tacos & Tapas,bar,unknown,40.4125003,-3.7124762,False,False,False
La Mazeta,bar,unknown,40.4119249,-3.7106526,False,False,False
Pato Laqueado de Pekín,restaurant,chinese,40.4679974,-3.6897214,False,False,False
Bar Esteban,bar,unknown,40.4208512,-3.7047857,False,False,False
Taberna Cocinarte,restaurant,unknown,40.5034757,-3.7085675,False,False,False
Vips,restaurant,international,40.4373416,-3.6770296,False,False,True
Cafelito,cafe,breakfast,40.4083463,-3.7027678,False,False,False
Ramen Kagura,restaurant,japanese,40.4168633,-3.7087502,False,False,False
La Gaditana,restaurant,unknown,40.4250237,-3.670776,False,False,False
La Taberna del Arte,restaurant,unknown,40.4442438,-3.7031107,False,False,False
Sidrería Balmori,restaurant,regional,40.4453491,-3.7037854,False,False,False
La Posada de Alonso Cano,cafe,unknown,40.4444862,-3.6974065,False,False,False
La Plaza,bar,unknown,40.4095776,-3.7081765,False,False,False
Casa Álvarez,bar,unknown,40.409597,-3.7087901,False,False,False
La Flamenca 3.0,bar,unknown,40.4101682,-3.709072,False,False,False
Cafetería Priscila,cafe,unknown,40.4029242,-3.6754575,False,False,False
Valdemeso,restaurant,regional,40.4191584,-3.7045804,False,False,False
Kechua,restaurant,peruvian,40.4172484,-3.7087333,False,False,False
Click Music Bar,bar,unknown,40.419457,-3.708131,False,False,False
La Casita Latina,restaurant,regional,40.4195924,-3.7080721,False,False,False
José Alfredo,bar,unknown,40.4216136,-3.7058658,False,False,False
Gymage,restaurant,unknown,40.421424,-3.7047819,False,False,False
Don Panxo,restaurant,unknown,40.4256595,-3.7080131,False,False,False
Olive,restaurant,unknown,40.4273726,-3.7104292,False,False,False
Dionisos,restaurant,greek,40.4274422,-3.710384,False,False,False
La Mestiza,restaurant,unknown,40.426795,-3.7089357,False,False,False
4 Latas,bar,unknown,40.4268274,-3.7085426,False,False,False
Bocadillo de Jamón y Champán,bar,unknown,40.4248827,-3.6956903,False,False,False
Toma Café,cafe,coffee_shop,40.4264913,-3.7059638,False,False,False
Calandria,bar,unknown,40.4263253,-3.7042665,False,False,False
Sigland,restaurant,international,40.4317611,-3.7048287,False,False,False
Tapaspaña,restaurant,regional,40.423139,-3.7109116,False,False,False
Cervecería Cariz,bar,unknown,40.4255968,-3.704958,False,False,False
TAPAloguistaS,restaurant,unknown,40.4254809,-3.7045021,False,False,False
La Prudencia,bar,unknown,40.4256183,-3.705263,False,False,False
Junk Burger,restaurant,unknown,40.4385242,-3.6984226,False,False,False
Sushi Gin,restaurant,japanese,40.4299573,-3.6739455,True,False,False
,restaurant,unknown,40.4299362,-3.6731487,False,False,False
Tandoori Station,restaurant,indian,40.4298308,-3.6709472,False,False,False
Taberna del Olivo,restaurant,spanish,40.4295474,-3.6712251,False,False,False
Wok,restaurant,asian,40.4192414,-3.7091305,False,False,False
Ma Bretagne,restaurant,breton,40.4255556,-3.7021949,False,False,False
Foster's Hollywood,restaurant,american,40.4315636,-3.6583806,False,False,False
Bodegas Casas,bar,unknown,40.4023749,-3.6766332,False,False,False
El 73,cafe,unknown,40.40164,-3.6752385,False,False,False
Los Pinchos de Juan,cafe,unknown,40.4033017,-3.6783461,False,False,False
Fogg Bar,bar,unknown,40.408109,-3.6765785,False,False,False
La Churrería del Abuelo,cafe,churro,40.3815285,-3.6649441,False,False,False
Bar Sahoima,cafe,unknown,40.4097192,-3.6930722,False,False,False
Eco Charlie,bar,unknown,40.4568031,-3.6930058,False,False,False
La Nicoletta,restaurant,unknown,40.4569803,-3.6926298,False,False,False
Royal Thai,restaurant,thai,40.4577561,-3.6933814,False,False,False
Hong Kong,restaurant,chinese,40.4567027,-3.6930421,False,False,False
Cre-Cottê,restaurant,crepe,40.4570024,-3.6929727,False,False,False
Casa Tinin,restaurant,unknown,40.4567971,-3.6929011,False,False,False
Buchanan's,bar,unknown,40.4569868,-3.6928904,False,False,False
Taberna de Barceló,bar,unknown,40.4269157,-3.6990363,False,False,False
Shanghái Mama,restaurant,chinese,40.4603467,-3.6962868,False,False,False
Matcha,restaurant,unknown,40.4601648,-3.6963682,False,False,False
Raffaella,restaurant,pasta,40.4625594,-3.6370327,False,False,False
,restaurant,unknown,40.4359407,-3.6765125,False,False,False
Tommy Mel's,restaurant,burger,40.4625518,-3.6368651,False,False,False
El Perro Y La Galleta Castelló,restaurant,unknown,40.4231551,-3.6815566,False,False,False
Moarán,bar,unknown,40.4394483,-3.6734839,False,False,False
La Tagliatella,restaurant,italian,40.4393177,-3.6733875,False,False,False
Min,restaurant,chinese,40.4393929,-3.6729726,False,False,False
El Panecillo,cafe,unknown,40.4382907,-3.6729734,False,False,False
Hermanos Saez,restaurant,asian,40.4381852,-3.6724984,False,False,False
El Rincón de Asturias,restaurant,regional,40.401479,-3.7021803,False,False,False
Cafetería Monte Pinos,cafe,unknown,40.4025311,-3.6778258,False,False,False
100 Montaditos,restaurant,sandwich,40.4114195,-3.7080763,False,False,True
No mames wey,restaurant,unknown,40.4081204,-3.6980296,False,False,False
Pimiento Verde,restaurant,regional,40.4259686,-3.6851972,False,False,False
Alfredo's Barbacoa,restaurant,burger,40.4214299,-3.6859171,False,False,False
Ginos,restaurant,italian,40.4396999,-3.6823326,False,False,False
Vips,restaurant,international,40.4396675,-3.682384,False,False,False
Bandoneón,cafe,unknown,40.4033624,-3.7024478,False,False,False
Panela&Co,cafe,unknown,40.4369321,-3.6871822,False,False,False
Bar-restaurante Astur,bar,unknown,40.3960211,-3.7159308,False,False,False
El Albero,cafe,unknown,40.4260347,-3.6707123,False,False,False
"Tasca ""La Farmacia""",restaurant,unknown,40.4572049,-3.6924112,False,False,False
Lizarrán,restaurant,spanish,40.4567035,-3.6920165,False,False,False
Cafetería Haya 19,restaurant,unknown,40.4570275,-3.6924252,False,False,False
Member's,restaurant,unknown,40.4566427,-3.6920211,False,False,False
La Metroteca,restaurant,unknown,40.4573055,-3.6929827,False,False,False
La Parrilla de Madrid,restaurant,unknown,40.4572392,-3.6929918,False,False,False
Taberna La Plaza,restaurant,regional,40.5197603,-3.7770757,False,False,False
Antigua Taquería,restaurant,mexican,40.4095063,-3.7041665,False,False,False
Peyma,cafe,spanish,40.4079325,-3.7041341,False,False,False
Los Chuchis,restaurant,international,40.4072863,-3.7010846,False,False,False
Reataurante El Sol,restaurant,unknown,40.4201603,-3.6255807,False,False,False
Horno Panadería San Claudio,restaurant,unknown,40.4199713,-3.6254466,False,False,False
Tavico,restaurant,unknown,40.4460374,-3.6979314,False,False,False
Arroyo La Plaza 15,cafe,unknown,40.4885585,-3.6610683,False,False,False
Moragón,cafe,unknown,40.4878302,-3.6629948,False,False,False
Bar Los Hermanos,bar,unknown,40.4194231,-3.6283293,False,False,False
Nuevo Jiménez,cafe,burger,40.4792922,-3.6688067,False,False,False
El Rincón del Situ,restaurant,unknown,40.4599282,-3.6967668,False,False,False
La familia Perú,restaurant,unknown,40.343199,-3.7166303,False,False,False
La familia,restaurant,unknown,40.3430021,-3.717505,False,False,False
La casa del pica pollo,restaurant,unknown,40.3422495,-3.7077638,False,False,False
Las Farolas,cafe,churro,40.4345404,-3.6456674,False,False,False
El Rincón de Paula 2,restaurant,unknown,40.3368089,-3.711252,False,False,False
Freedom Cakes,restaurant,unknown,40.4158361,-3.7027941,False,False,False
La Tintorería,restaurant,regional,40.4153388,-3.7024723,False,False,False
Bar Mar Rojo,bar,unknown,40.4276152,-3.6338807,False,False,False
La bodeguita,restaurant,unknown,40.3852227,-3.6093808,False,False,False
Asador Casa Juan,restaurant,spanish,40.4640775,-3.6931737,False,False,False
Matute 12,restaurant,unknown,40.4135367,-3.6999242,False,False,False
Museo de las Patatas,cafe,unknown,40.4007059,-3.6963799,False,False,False
Vips,restaurant,international,40.4863055,-3.6658256,False,False,False
La Mafia,restaurant,italian,40.4862789,-3.665652,False,False,False
La Muña,bar,unknown,40.4381823,-3.7140607,False,False,False
El Barril de Argüelles,bar,unknown,40.43845,-3.7142405,False,False,False
gandario,restaurant,unknown,40.4345527,-3.7154502,False,False,False
Silbra,bar,unknown,40.4020707,-3.7536923,False,False,False
Cocodrilo,bar,unknown,40.4021234,-3.7536358,False,False,False
Mesón los Arcos,restaurant,regional,40.4024546,-3.7540135,False,False,False
La Malinche,restaurant,mexican,40.4208395,-3.7102447,False,False,False
La Vaca Argentina AZCA,restaurant,unknown,40.448805,-3.6916271,False,False,False
Taberna La Descubierta,restaurant,unknown,40.415241,-3.7026551,False,False,False
Pema,bar,unknown,40.3601359,-3.6945849,False,False,False
Castizo,restaurant,regional,40.4140566,-3.7015791,False,False,False
Pepito Grillo,bar,unknown,40.4216907,-3.699188,False,False,False
Elcano,restaurant,regional,40.4239786,-3.7005705,False,False,False
Palmira,restaurant,arab,40.4201138,-3.7074065,False,False,False
La Pimienta,restaurant,regional,40.4201149,-3.7072873,False,False,False
El Jamonal,restaurant,regional,40.4200933,-3.7068674,False,False,False
La Huerta de Tudela,restaurant,unknown,40.4149533,-3.6985983,False,False,False
La Libanesa,restaurant,middleeastern,40.420125,-3.7077071,False,False,False
Starbucks,cafe,coffee_shop,40.4195602,-3.7062675,True,False,False
Preciados 38,bar,unknown,40.4197751,-3.7069085,False,False,False
Tío Papelón,restaurant,venezuelan,40.4198006,-3.7070826,False,False,False
Tierra,restaurant,mexican,40.4277553,-3.6970541,False,False,False
Tierra,restaurant,mexican,40.4360103,-3.7129449,False,False,False
Astoria,cafe,unknown,40.4205672,-3.70924,False,False,False
Viva México,restaurant,mexican,40.4214445,-3.7092573,False,False,False
Restaurante Asiático,restaurant,chinese,40.4216073,-3.7093005,False,False,False
Leonesa,bar,unknown,40.4220069,-3.709526,False,False,False
Airiños do Miño,restaurant,regional,40.4251088,-3.7097772,False,False,False
La Venganza de Malinche,restaurant,mexican,40.4250599,-3.7118362,True,False,False
Décimo b,restaurant,unknown,40.4260899,-3.7113106,False,False,False
El Café Sin Nombre,bar,unknown,40.4261217,-3.7112841,False,False,False
Gabriel,restaurant,unknown,40.4261885,-3.7112359,False,False,False
El 14,bar,unknown,40.4264139,-3.7110375,False,False,False
Subiendo al Sur,restaurant,international,40.4254795,-3.7095929,False,False,False
Black and Yellow,bar,unknown,40.4262894,-3.7105415,False,False,False
Taquería Mi Ciudad,restaurant,mexican,40.4277159,-3.7102055,False,False,False
O Potiño III Casa Lelo,restaurant,regional,40.4278729,-3.7101034,False,False,False
Café Conde Duque,restaurant,pizza,40.42795,-3.7099738,False,False,False
La Herradura,restaurant,mexican,40.4279255,-3.7097887,False,False,False
Miau,cafe,unknown,40.42937,-3.7078904,False,False,False
Los Claveles,bar,unknown,40.4292232,-3.7079155,False,False,False
La Parada,bar,unknown,40.4287851,-3.707997,False,False,False
La Abacería,restaurant,regional,40.4290587,-3.7077288,False,False,False
Taberna Acuerdo,bar,unknown,40.4289362,-3.7077422,False,False,False
37 Tapitas,restaurant,regional,40.4286679,-3.7088468,False,False,False
Pouss,bar,unknown,40.4203313,-3.6981779,False,False,False
Ainhoa,restaurant,regional,40.4233148,-3.6925055,False,False,False
Los 33,restaurant,argentinian,40.4238621,-3.6948322,False,False,False
Cervecería Dávila,bar,unknown,40.424171,-3.6951449,False,False,False
Bogotá,restaurant,regional,40.4242764,-3.695885,False,False,True
Taj Mahal,restaurant,indian,40.4241324,-3.6962275,False,False,False
La Mordida,restaurant,mexican,40.4244492,-3.6959648,False,False,False
Café Bar Madrid,bar,unknown,40.4242298,-3.6963366,False,False,False
Mongo,bar,unknown,40.4251563,-3.7042171,False,False,False
Marisquería Alonso,bar,unknown,40.4432185,-3.6801582,False,False,False
Lobbo,restaurant,spanish,40.4429472,-3.6807721,False,False,False
Toma Jamón,restaurant,unknown,40.417261,-3.7115758,False,False,False
Taberna de Ramales,restaurant,unknown,40.416946,-3.7112387,False,False,False
Pui Thai Tapas,restaurant,thai,40.404559,-3.6966232,False,False,False
El Gato Verde,bar,unknown,40.4106286,-3.6993993,False,False,False
O Can Sentado,bar,unknown,40.4105561,-3.6994856,False,False,False
El Caldero,restaurant,regional,40.4139063,-3.7000049,False,False,False
Shi-Shang,restaurant,chinese,40.4207023,-3.7048154,False,False,False
El Águila,restaurant,regional,40.4206429,-3.7048271,False,False,False
Kaigang,restaurant,chinese,40.4208418,-3.7046596,False,False,False
Taberna La Bellota,restaurant,regional,40.4283874,-3.707538,False,False,False
Bululú,restaurant,burger,40.4286594,-3.7087441,False,False,False
El Gordito,cafe,unknown,40.4263982,-3.7050202,False,False,False
Gato,bar,unknown,40.4272052,-3.7044905,True,False,False
Café Tatiana,restaurant,unknown,40.4273002,-3.7044771,False,False,False
Café Bar Arrieta,restaurant,unknown,40.4188867,-3.7106765,False,False,False
Las Tapas del Real,restaurant,regional,40.4188394,-3.7106133,False,False,False
Basarri,restaurant,regional,40.4187759,-3.7105347,False,False,False
Casa Boni,restaurant,regional,40.4169467,-3.7098113,False,False,False
Rincón Bruxelles,restaurant,belgian,40.4169042,-3.7095861,False,False,False
Bar Refra,restaurant,regional,40.4162446,-3.7097744,False,False,False
La Esquinita,bar,unknown,40.4161312,-3.7094972,False,False,False
Amar La Mar,restaurant,unknown,40.4163296,-3.7089582,False,False,False
Bar Ramón,restaurant,spanish,40.4636577,-3.7047803,False,False,False
Bolívar,restaurant,international,40.4289014,-3.7054174,False,False,False
Baiyor,restaurant,thai,40.42881,-3.705593,False,False,False
Espit Chupitos,bar,unknown,40.428743,-3.7049514,False,False,False
Thani,restaurant,peruvian,40.4248483,-3.7107632,False,False,False
Santa Caña,bar,unknown,40.4144237,-3.7005074,False,False,False
La Panocha,restaurant,unknown,40.4347742,-3.6736057,False,False,False
Los Timbales,bar,unknown,40.430025,-3.6651417,False,False,False
La Cabaña Argentina,restaurant,unknown,40.4156894,-3.6990068,False,False,False
Miguel Ángel,bar,unknown,40.4337157,-3.6910434,False,False,False
Blanca 6,restaurant,unknown,40.4288148,-3.6930548,False,False,False
La Ideal,restaurant,regional,40.4149007,-3.7068257,False,False,False
La Campana,restaurant,regional,40.4148501,-3.7068326,False,False,False
Los Galayos,restaurant,regional,40.4148825,-3.7066972,False,False,False
Generación Beat,restaurant,unknown,40.4133997,-3.7079469,False,False,False
Taberna La Peseta,restaurant,regional,40.4136312,-3.7084171,False,False,False
Ojos Negros,bar,unknown,40.4136798,-3.7078876,False,False,False
Casa Revuelta,restaurant,regional,40.4139218,-3.707839,False,False,False
T8,cafe,bubble_tea,40.4244011,-3.7120394,False,False,True
La Tasca de Figueroa,restaurant,unknown,40.4219931,-3.6962352,False,False,False
Casa Lolea,restaurant,unknown,40.4219903,-3.6972219,False,False,False
Casa Nicasio,restaurant,regional,40.4177065,-3.7104698,False,False,False
Algarabía,restaurant,unknown,40.4175734,-3.7104434,False,False,False
La Esquina del Real,restaurant,french,40.4173572,-3.7103359,False,False,False
Anda Jaleo,restaurant,spanish,40.4173156,-3.7105048,False,False,False
Sarang Bang,restaurant,korean,40.4171679,-3.7104977,False,False,False
Cereal Talent,cafe,unknown,40.4168118,-3.7103562,False,False,False
Sedelú,cafe,unknown,40.4165504,-3.7105103,False,False,False
Mamá Inés,bar,unknown,40.4213045,-3.7002885,False,False,False
Igo Ramen,restaurant,unknown,40.421101,-3.7054992,False,False,False
Ribs,restaurant,unknown,40.4192628,-3.7041013,False,False,False
El Viejo Almacén de Buenos Aires,restaurant,unknown,40.4809975,-3.723296,False,False,False
All U Can Eat,restaurant,spanish,40.4176411,-3.7034534,False,False,False
Bretón 16,bar,unknown,40.4394967,-3.6989597,False,False,False
La Parroquia,bar,unknown,40.4395027,-3.6990669,False,False,False
DiverXO,restaurant,international,40.4577954,-3.6859491,False,False,False
Casa de Valencia,restaurant,regional,40.429919,-3.7224047,False,False,False
Taberna Malaspina,restaurant,unknown,40.4158311,-3.7025533,False,False,False
Cervecería Bar Durán,cafe,unknown,40.4007252,-3.6968768,False,False,False
Domínguez La Taberna,restaurant,unknown,40.4063003,-3.6930948,False,False,False
Taberna Almería,restaurant,unknown,40.4007556,-3.6972095,False,False,False
La Troupe Prado,cafe,unknown,40.4070797,-3.6930285,False,False,False
España Cañi,bar,unknown,40.4143176,-3.7025005,False,False,False
La Kitchen,restaurant,unknown,40.4219603,-3.6942702,False,False,False
Restaurante Arce,restaurant,unknown,40.4219281,-3.6966206,False,False,False
Ponja,bar,japanese,40.4224055,-3.6933311,False,False,False
Regañadientes,restaurant,mexican,40.4224061,-3.6930284,False,False,False
La Taberna del Gijón,bar,unknown,40.4223943,-3.692564,False,False,False
Gran Café Gijón,cafe,unknown,40.4221948,-3.6923421,True,False,False
Tavernetta del Pirata,restaurant,unknown,40.4311835,-3.6969051,False,False,True
Terraviva,restaurant,unknown,40.4361674,-3.6990248,False,False,False
Volapié Ponzano,restaurant,unknown,40.4368078,-3.6993306,False,False,False
Grosso Napoletano,restaurant,unknown,40.4339361,-3.698086,False,False,True
Jamaica,cafe,unknown,40.4351477,-3.6983923,False,False,False
Tampu,restaurant,peruvian,40.4219798,-3.6935372,False,False,False
Taqueria La Lupita,restaurant,unknown,40.4231323,-3.6940393,False,False,False
El Gato Persa,restaurant,regional,40.4233452,-3.6926318,False,False,False
Altered,cafe,coffee_shop,40.4232935,-3.6940419,False,False,False
Shuwa Shuwa,restaurant,unknown,40.4233863,-3.6940364,False,False,False
Teide - Madrid,bar,unknown,40.4237616,-3.6943865,False,False,False
Classic Café Bar,cafe,unknown,40.439386,-3.7004446,False,False,False
Ascuas,restaurant,unknown,40.439752,-3.700596,False,False,False
Gotham,bar,unknown,40.4551903,-3.7032413,False,False,False
La parrilla Igorota,cafe,unknown,40.4553536,-3.7033222,False,False,False
Dakar,restaurant,senegalese,40.4087136,-3.7022259,False,False,False
Café Bar Rocamar,cafe,unknown,40.4311209,-3.6972714,False,False,False
Casa Benito,restaurant,unknown,40.4353647,-3.6991323,False,False,False
Doble & Gilda,bar,unknown,40.4372547,-3.6999573,True,False,False
Kulixka restaurante,restaurant,fish,40.4331388,-3.6981915,False,False,False
AlmaCheli Hecho A Mano,cafe,portuguese,40.4370871,-3.6998872,False,False,False
Bodega La Ardosa,bar,unknown,40.4362131,-3.6990933,False,False,False
Pain Bistro,cafe,unknown,40.4336757,-3.6983908,False,False,True
Abrasador,restaurant,meat,40.4194247,-3.7031171,False,False,False
La Carmen,restaurant,unknown,40.4190175,-3.7030331,False,False,False
La Terraza de Salud,restaurant,unknown,40.4192502,-3.703419,False,False,False
La Quintina,restaurant,unknown,40.4196288,-3.704522,False,False,False
Cappuccino Grand Café,cafe,unknown,40.4206223,-3.6883423,False,False,False
,bar,unknown,40.4272321,-3.6153391,False,False,False
All U Can Eat,restaurant,spanish,40.4179741,-3.7027399,False,False,False
LaTa TaPa,restaurant,unknown,40.4188658,-3.7019873,False,False,False
100 Montaditos,restaurant,sandwich,40.4189833,-3.7019216,True,False,False
Casva,cafe,unknown,40.4868044,-3.7005231,False,False,False
Alpino,restaurant,unknown,40.4850224,-3.7047614,False,False,False
Aolmar,cafe,unknown,40.4847967,-3.7069418,False,False,False
Los Il Posto di Conde,restaurant,italian,40.4282284,-3.6756192,False,False,False
TKO Tacos,restaurant,unknown,40.4282946,-3.6756212,False,False,False
100 Montaditos,restaurant,sandwich,40.4283559,-3.6756196,False,False,False
TATEL Madrid,restaurant,spanish,40.4324628,-3.6878077,False,False,False
38 de Larumbe,restaurant,unknown,40.4327302,-3.6877853,False,False,False
,restaurant,unknown,40.4535941,-3.7131876,False,False,False
Rianxo,restaurant,galician,40.446667,-3.6964096,False,False,False
Bar Minuto,cafe,unknown,40.4581157,-3.696974,False,False,False
Cafetería Medranda,cafe,unknown,40.4591513,-3.696054,False,False,False
Cafetería Restaurante Pedro Miguel,restaurant,unknown,40.4591564,-3.6964408,False,False,False
,bar,unknown,40.4243557,-3.7105499,False,False,False
Mérimée,restaurant,unknown,40.4243863,-3.7007832,False,False,True
Rocablanca,cafe,unknown,40.4247482,-3.7008221,False,False,False
Siniestro,cafe,unknown,40.4261719,-3.7113935,False,False,False
Konnichiwa,restaurant,japanese,40.4278285,-3.7018029,False,False,False
,restaurant,unknown,40.428293,-3.7019852,False,False,False
Duomo's Pizza,restaurant,pizza,40.4769129,-3.6690851,False,False,False
Tiki Taco,restaurant,mexican,40.4222217,-3.7076221,False,False,False
Jia Jia Pai Dang,restaurant,chinese,40.4238093,-3.7090998,False,False,False
To Youths,restaurant,asian,40.4241616,-3.7095805,False,False,False
Restaurante Xiaonzei,restaurant,chinese,40.4249094,-3.7106143,False,False,False
Facultad de Educación,cafe,unknown,40.450462,-3.7177781,False,False,False
Glacé,cafe,unknown,40.4476232,-3.7170921,False,False,False
Crepes & Waffles,restaurant,crepe,40.4285168,-3.7023147,False,False,False
Caffé del Arte,cafe,unknown,40.4269219,-3.7017004,False,False,False
Juicy Avenue,bar,unknown,40.4267374,-3.7017099,False,False,False
Domino,bar,unknown,40.4248737,-3.7019547,False,False,False
,bar,unknown,40.427718,-3.7034669,False,False,False
Flax + Kale,restaurant,unknown,40.4305995,-3.7003718,False,False,True
La Bohemia,cafe,unknown,40.4301567,-3.7002708,False,False,False
Sazadón,restaurant,regional,40.4359461,-3.7153578,False,False,False
,cafe,unknown,40.4364209,-3.7155435,False,False,False
Bar Café Viana 59,cafe,unknown,40.4628185,-3.7029767,False,False,False
El Toboso,bar,unknown,40.4364837,-3.6978421,False,False,False
Hanakura,restaurant,japanese,40.4332124,-3.7005862,False,False,False
Ni Subo Ni Bajo,restaurant,unknown,40.4367992,-3.6980511,False,False,False
Restaurante Cafetería Casa Hernández,restaurant,unknown,40.4077061,-3.6713984,False,False,False
Casa 42,cafe,unknown,40.4627217,-3.7021109,False,False,False
Expressaté,cafe,unknown,40.4609844,-3.698756,False,False,False
Los Nuevos Aros,restaurant,regional,40.460743,-3.6991926,False,False,False
Riveira II,restaurant,seafood,40.4608034,-3.6993079,True,False,False
El Rincón de Tetuán,restaurant,unknown,40.4609468,-3.6995829,False,False,False
Rey de Tallarines,restaurant,chinese,40.4246311,-3.7095825,False,False,True
Liberata,bar,unknown,40.458818,-3.6804717,False,False,False
Urban Poke,restaurant,unknown,40.4215332,-3.6726309,False,False,False
El Capricho del Duque,restaurant,unknown,40.4223412,-3.6751843,False,False,False
Silma,bar,unknown,40.4223908,-3.6757202,False,False,False
Ital Café,cafe,unknown,40.4214981,-3.6719298,False,False,False
Parador del Jamón,restaurant,unknown,40.4215327,-3.67294,False,False,True
D'Sesto,restaurant,unknown,40.4225255,-3.6751932,False,False,False
Mandarina Plant-Based Kitchen,restaurant,unknown,40.4248651,-3.7157166,False,False,False
Massa,restaurant,pizza,40.4226652,-3.6990593,False,False,False
El Rincón de Jaén,restaurant,spanish,40.4284428,-3.6724317,False,False,False
Entre Cáceres y Badajoz,restaurant,spanish,40.4285898,-3.6707741,False,False,False
El Rincón de Jaén,restaurant,spanish,40.428647,-3.6724156,False,False,False
,cafe,unknown,40.3989012,-3.6842642,False,False,False
Al Quds,restaurant,arab,40.4196485,-3.7037987,False,False,False
Puerto Rico,restaurant,regional,40.4193117,-3.7039701,False,False,False
La Oreja de Jaime,restaurant,regional,40.4156083,-3.7016129,False,False,False
Cervecería Los Arcos,restaurant,unknown,40.3945755,-3.7649195,False,False,False
Cervecería Los Arcos,restaurant,unknown,40.3658229,-3.762466,False,False,False
Domino,restaurant,regional,40.5117514,-3.6749051,False,False,False
100 Montaditos,restaurant,sandwich,40.4186332,-3.7107053,False,False,False
100 Montaditos,restaurant,sandwich,40.4325721,-3.7041143,False,False,False
El Patrón Taquería,restaurant,mexican,40.4164358,-3.7076454,False,False,False
El Rincón de Madrid,bar,unknown,40.4166803,-3.7069348,False,False,False
Malatesta,restaurant,italian,40.416689,-3.7070404,False,False,False
La Rollerie,cafe,unknown,40.4165007,-3.7070652,True,False,False
Cafetería Rojas,cafe,unknown,40.3542695,-3.695427,False,False,False
El Paraíso,cafe,unknown,40.3540803,-3.6954149,True,False,False
Churruca,bar,unknown,40.4283,-3.7012943,False,False,False
El Kiosco Del Pan,restaurant,international,40.4288566,-3.6772178,False,False,False
Monico,bar,unknown,40.3537964,-3.6944168,True,False,False
Bar Estrella,bar,unknown,40.3529603,-3.6940803,False,False,False
Café El Romeral,cafe,unknown,40.3529643,-3.6939372,False,False,False
Obsoleto,bar,unknown,40.4257913,-3.7037473,False,False,False
La Tradición,restaurant,spanish,40.4222203,-3.7111386,False,False,False
JM,bar,unknown,40.3502188,-3.6977266,False,False,False
Omtare,cafe,unknown,40.4390358,-3.6539335,False,False,False
Vivari,cafe,unknown,40.4338682,-3.6477043,False,False,False
Sushi More,restaurant,sushi,40.4222182,-3.7024938,False,False,False
Alma Llanera,restaurant,venezuelan,40.4223979,-3.7026065,False,False,True
Le Patrón,restaurant,international,40.4224857,-3.7025877,False,False,False
Nanai,restaurant,unknown,40.422743,-3.7023463,False,False,False
Bar Code,bar,unknown,40.4230264,-3.7023146,False,False,False
El Bocado de Carole,restaurant,unknown,40.4233641,-3.699445,False,False,False
Coto,bar,unknown,40.4233515,-3.6993691,False,False,False
Ginos,restaurant,italian,40.4046778,-3.7065923,False,False,False
19 Sushi,restaurant,japanese,40.419717,-3.7031113,False,False,False
Museo del Vino,restaurant,regional,40.4156223,-3.7017857,False,False,False
Zenith,restaurant,unknown,40.4224392,-3.7016165,False,False,False
Mashita,restaurant,asian,40.420396,-3.7096858,False,False,False
d'Abbey Bar,bar,unknown,40.4289701,-3.6919153,False,False,False
Asador del Abad,restaurant,regional,40.4766703,-3.7057914,False,False,False
La Bicicleta Galileo,cafe,unknown,40.4337245,-3.7109966,False,False,False
Cafetería Mary-Mary,cafe,unknown,40.4701723,-3.6514649,False,False,False
Casa Conel,bar,unknown,40.3525875,-3.6963142,True,False,False
,bar,unknown,40.3518551,-3.6958409,False,False,False
Café Bar Martínez,bar,unknown,40.3519374,-3.6968069,True,False,False
Sotanillo,restaurant,international,40.4052925,-3.6950629,False,False,False
Restaurante Derrière,restaurant,unknown,40.4432674,-3.690939,False,False,False
Las siete ruedas,bar,unknown,40.3498265,-3.6914092,False,False,False
El Pinchito,restaurant,regional,40.4436137,-3.6715631,False,False,False
lapizza+sana,restaurant,pizza,40.4576251,-3.6244094,False,False,False
